,Year,Month,Jurisdiction,Area (hectares),Time
0,1990,January,Alberta,0.1,1990-01-01
3200,1990,January,Canada,0.1,1990-01-01
74,1990,January,Prince Edward Island,0.0,1990-01-01
73,1990,February,Prince Edward Island,0.0,1990-02-01
4,1990,February,Alberta,3.3,1990-02-01
14,1990,February,British Columbia,0.7,1990-02-01
3199,1990,February,Canada,4.0,1990-02-01
40,1990,March,Newfoundland and Labrador,1.6,1990-03-01
49,1990,March,Nova Scotia,103.73,1990-03-01
63,1990,March,Ontario,187.800000543,1990-03-01
15,1990,March,British Columbia,123.0,1990-03-01
3203,1990,March,Canada,422.750000543,1990-03-01
84,1990,March,Quebec,0.0,1990-03-01
92,1990,March,Saskatchewan,0.02,1990-03-01
5,1990,March,Alberta,6.6,1990-03-01
77,1990,March,Prince Edward Island,0.0,1990-03-01
32,1990,March,New Brunswick,0.0,1990-03-01
33,1990,April,New Brunswick,53.3,1990-04-01
85,1990,April,Quebec,56.6,1990-04-01
70,1990,April,Prince Edward Island,36.0,1990-04-01
64,1990,April,Ontario,683.500001691001,1990-04-01
93,1990,April,Saskatchewan,124.92,1990-04-01
50,1990,April,Nova Scotia,65.35,1990-04-01
100,1990,April,Yukon,0.38,1990-04-01
41,1990,April,Newfoundland and Labrador,17.1,1990-04-01
3196,1990,April,Canada,4271.850001691002,1990-04-01
6,1990,April,Alberta,25.1,1990-04-01
25,1990,April,Manitoba,2774.5,1990-04-01
16,1990,April,British Columbia,435.100000000001,1990-04-01
26,1990,May,Manitoba,337.9,1990-05-01
56,1990,May,Northwest Territories,54.64,1990-05-01
94,1990,May,Saskatchewan,689.1663161,1990-05-01
17,1990,May,British Columbia,3443.89999999999,1990-05-01
51,1990,May,Nova Scotia,262.61,1990-05-01
65,1990,May,Ontario,5914.700000223,1990-05-01
101,1990,May,Yukon,4105.99,1990-05-01
7,1990,May,Alberta,635.800000000001,1990-05-01
42,1990,May,Newfoundland and Labrador,2860.7,1990-05-01
86,1990,May,Quebec,5704.5,1990-05-01
78,1990,May,Prince Edward Island,50.0,1990-05-01
3204,1990,May,Canada,24148.00631632299,1990-05-01
34,1990,May,New Brunswick,88.1,1990-05-01
8,1990,June,Alberta,1779.09999999999,1990-06-01
52,1990,June,Nova Scotia,574.01,1990-06-01
66,1990,June,Ontario,2118.899999875,1990-06-01
27,1990,June,Manitoba,400.6,1990-06-01
3202,1990,June,Canada,35661.909339685,1990-06-01
35,1990,June,New Brunswick,6011.80000000001,1990-06-01
43,1990,June,Newfoundland and Labrador,355.7,1990-06-01
95,1990,June,Saskatchewan,17430.36933981,1990-06-01
102,1990,June,Yukon,145.12,1990-06-01
57,1990,June,Northwest Territories,3838.41,1990-06-01
76,1990,June,Prince Edward Island,11.0,1990-06-01
87,1990,June,Quebec,2917.0,1990-06-01
18,1990,June,British Columbia,79.8999999999998,1990-06-01
67,1990,July,Ontario,131454.300000477,1990-07-01
75,1990,July,Prince Edward Island,5.0,1990-07-01
3201,1990,July,Canada,587761.4954497766,1990-07-01
88,1990,July,Quebec,51866.4999999999,1990-07-01
96,1990,July,Saskatchewan,36262.8354493,1990-07-01
9,1990,July,Alberta,39003.2,1990-07-01
58,1990,July,Northwest Territories,100678.28,1990-07-01
28,1990,July,Manitoba,5377.4,1990-07-01
36,1990,July,New Brunswick,25.7,1990-07-01
44,1990,July,Newfoundland and Labrador,20395.9,1990-07-01
103,1990,July,Yukon,177619.77,1990-07-01
53,1990,July,Nova Scotia,26.91,1990-07-01
19,1990,July,British Columbia,25045.6999999998,1990-07-01
20,1990,August,British Columbia,11674.3000000002,1990-08-01
10,1990,August,Alberta,14890.9,1990-08-01
29,1990,August,Manitoba,4754.3,1990-08-01
3197,1990,August,Canada,258950.7371449452,1990-08-01
89,1990,August,Quebec,22719.0,1990-08-01
54,1990,August,Nova Scotia,29.01,1990-08-01
37,1990,August,New Brunswick,10.7,1990-08-01
104,1990,August,Yukon,931.61,1990-08-01
59,1990,August,Northwest Territories,45.56,1990-08-01
71,1990,August,Prince Edward Island,0.0,1990-08-01
45,1990,August,Newfoundland and Labrador,966.7,1990-08-01
68,1990,August,Ontario,41511.500001615,1990-08-01
97,1990,August,Saskatchewan,161417.15714333,1990-08-01
90,1990,September,Quebec,39.0,1990-09-01
3207,1990,September,Canada,37528.5500004709,1990-09-01
98,1990,September,Saskatchewan,79.45,1990-09-01
105,1990,September,Yukon,88.53,1990-09-01
69,1990,September,Ontario,59.500000471,1990-09-01
81,1990,September,Prince Edward Island,0.0,1990-09-01
30,1990,September,Manitoba,51.9,1990-09-01
11,1990,September,Alberta,2315.8,1990-09-01
38,1990,September,New Brunswick,28.6,1990-09-01
21,1990,September,British Columbia,34855.6999999999,1990-09-01
60,1990,September,Northwest Territories,0.51,1990-09-01
55,1990,September,Nova Scotia,4.96,1990-09-01
46,1990,September,Newfoundland and Labrador,4.6,1990-09-01
31,1990,October,New Brunswick,0.2,1990-10-01
3206,1990,October,Canada,2544.120000047,1990-10-01
39,1990,October,Newfoundland and Labrador,0.0,1990-10-01
22,1990,October,Manitoba,2123.4,1990-10-01
83,1990,October,Quebec,40.0,1990-10-01
47,1990,October,Nova Scotia,1.54,1990-10-01
61,1990,October,Ontario,21.600000047,1990-10-01
12,1990,October,British Columbia,122.7,1990-10-01
91,1990,October,Saskatchewan,51.76,1990-10-01
80,1990,October,Prince Edward Island,0.0,1990-10-01
99,1990,October,Yukon,0.52,1990-10-01
1,1990,October,Alberta,182.4,1990-10-01
48,1990,November,Nova Scotia,0.04,1990-11-01
62,1990,November,Ontario,1661.400000078,1990-11-01
13,1990,November,British Columbia,0.8,1990-11-01
23,1990,November,Manitoba,324.8,1990-11-01
2,1990,November,Alberta,42.5,1990-11-01
3205,1990,November,Canada,2029.540000078,1990-11-01
79,1990,November,Prince Edward Island,0.0,1990-11-01
3,1990,December,Alberta,0.4,1990-12-01
3198,1990,December,Canada,0.6000000000000001,1990-12-01
24,1990,December,Manitoba,0.2,1990-12-01
72,1990,December,Prince Edward Island,0.0,1990-12-01
178,1991,January,Prince Edward Island,0.0,1991-01-01
3213,1991,January,Canada,127.12,1991-01-01
196,1991,January,Saskatchewan,0.02,1991-01-01
129,1991,January,Manitoba,40.7,1991-01-01
118,1991,January,British Columbia,0.2,1991-01-01
106,1991,January,Alberta,86.2,1991-01-01
3212,1991,February,Canada,1078.0,1991-02-01
110,1991,February,Alberta,0.8,1991-02-01
177,1991,February,Prince Edward Island,0.0,1991-02-01
131,1991,February,Manitoba,0.5,1991-02-01
121,1991,February,British Columbia,1076.7,1991-02-01
153,1991,March,Nova Scotia,133.63,1991-03-01
200,1991,March,Saskatchewan,0.5,1991-03-01
189,1991,March,Quebec,0.0,1991-03-01
3216,1991,March,Canada,1251.230000045,1991-03-01
122,1991,March,British Columbia,161.9,1991-03-01
167,1991,March,Ontario,18.600000045,1991-03-01
181,1991,March,Prince Edward Island,11.0,1991-03-01
111,1991,March,Alberta,117.5,1991-03-01
132,1991,March,Manitoba,808.1,1991-03-01
190,1991,April,Quebec,94.2,1991-04-01
168,1991,April,Ontario,1084.900000562,1991-04-01
154,1991,April,Nova Scotia,285.12,1991-04-01
112,1991,April,Alberta,1158.0,1991-04-01
174,1991,April,Prince Edward Island,62.0,1991-04-01
147,1991,April,Newfoundland and Labrador,1.7,1991-04-01
123,1991,April,British Columbia,2603.1,1991-04-01
141,1991,April,New Brunswick,218.4,1991-04-01
201,1991,April,Saskatchewan,4438.4,1991-04-01
3209,1991,April,Canada,32281.250000562,1991-04-01
207,1991,April,Yukon,6.23,1991-04-01
133,1991,April,Manitoba,22329.2,1991-04-01
208,1991,May,Yukon,105.9,1991-05-01
124,1991,May,British Columbia,3840.29999999999,1991-05-01
182,1991,May,Prince Edward Island,36.0,1991-05-01
169,1991,May,Ontario,123712.300001374,1991-05-01
202,1991,May,Saskatchewan,882.609999999999,1991-05-01
3217,1991,May,Canada,196433.780001374,1991-05-01
113,1991,May,Alberta,3677.9,1991-05-01
134,1991,May,Manitoba,61853.6,1991-05-01
159,1991,May,Northwest Territories,7.61,1991-05-01
142,1991,May,New Brunswick,216.2,1991-05-01
148,1991,May,Newfoundland and Labrador,220.8,1991-05-01
155,1991,May,Nova Scotia,464.96,1991-05-01
191,1991,May,Quebec,1415.6,1991-05-01
203,1991,June,Saskatchewan,713.52,1991-06-01
180,1991,June,Prince Edward Island,8.0,1991-06-01
125,1991,June,British Columbia,3411.79999999999,1991-06-01
170,1991,June,Ontario,37067.900000954,1991-06-01
149,1991,June,Newfoundland and Labrador,6925.5,1991-06-01
192,1991,June,Quebec,394184.899999999,1991-06-01
114,1991,June,Alberta,88.7,1991-06-01
3215,1991,June,Canada,570664.190000953,1991-06-01
156,1991,June,Nova Scotia,241.79,1991-06-01
143,1991,June,New Brunswick,2993.5,1991-06-01
160,1991,June,Northwest Territories,14135.78,1991-06-01
135,1991,June,Manitoba,582.2,1991-06-01
209,1991,June,Yukon,110310.6,1991-06-01
115,1991,July,Alberta,130.9,1991-07-01
210,1991,July,Yukon,9630.36,1991-07-01
193,1991,July,Quebec,9732.90000000002,1991-07-01
204,1991,July,Saskatchewan,43178.17,1991-07-01
150,1991,July,Newfoundland and Labrador,99.4,1991-07-01
126,1991,July,British Columbia,192.4,1991-07-01
171,1991,July,Ontario,74602.700001361,1991-07-01
3214,1991,July,Canada,313298.16000136104,1991-07-01
136,1991,July,Manitoba,41440.5,1991-07-01
161,1991,July,Northwest Territories,133586.08,1991-07-01
157,1991,July,Nova Scotia,646.95,1991-07-01
179,1991,July,Prince Edward Island,1.0,1991-07-01
144,1991,July,New Brunswick,56.8000000000001,1991-07-01
127,1991,August,British Columbia,10126.1000000001,1991-08-01
205,1991,August,Saskatchewan,148441.32,1991-08-01
137,1991,August,Manitoba,23712.5999999999,1991-08-01
3210,1991,August,Canada,425609.64000198187,1991-08-01
116,1991,August,Alberta,1106.3,1991-08-01
145,1991,August,New Brunswick,42.1000000000001,1991-08-01
151,1991,August,Newfoundland and Labrador,49142.6,1991-08-01
158,1991,August,Nova Scotia,3.29,1991-08-01
162,1991,August,Northwest Territories,77736.2,1991-08-01
211,1991,August,Yukon,217.73,1991-08-01
172,1991,August,Ontario,82190.5000019819,1991-08-01
175,1991,August,Prince Edward Island,1.0,1991-08-01
194,1991,August,Quebec,32889.9,1991-08-01
206,1991,September,Saskatchewan,23.58,1991-09-01
3220,1991,September,Canada,1928.83000012199,1991-09-01
185,1991,September,Prince Edward Island,0.0,1991-09-01
163,1991,September,Northwest Territories,0.75,1991-09-01
146,1991,September,New Brunswick,19.9,1991-09-01
138,1991,September,Manitoba,157.3,1991-09-01
173,1991,September,Ontario,46.2000001219999,1991-09-01
128,1991,September,British Columbia,1497.49999999999,1991-09-01
117,1991,September,Alberta,174.0,1991-09-01
195,1991,September,Quebec,9.6,1991-09-01
119,1991,October,British Columbia,2278.29999999999,1991-10-01
107,1991,October,Alberta,137.7,1991-10-01
184,1991,October,Prince Edward Island,0.0,1991-10-01
130,1991,October,Manitoba,61.0,1991-10-01
139,1991,October,New Brunswick,12.1,1991-10-01
197,1991,October,Saskatchewan,493.46,1991-10-01
3219,1991,October,Canada,3007.17000001199,1991-10-01
152,1991,October,Nova Scotia,0.01,1991-10-01
164,1991,October,Ontario,21.000000012,1991-10-01
187,1991,October,Quebec,3.6,1991-10-01
120,1991,November,British Columbia,0.5,1991-11-01
108,1991,November,Alberta,0.7,1991-11-01
140,1991,November,New Brunswick,0.0,1991-11-01
165,1991,November,Ontario,66.800000056,1991-11-01
198,1991,November,Saskatchewan,3.45,1991-11-01
3218,1991,November,Canada,72.15000005600001,1991-11-01
188,1991,November,Quebec,0.7,1991-11-01
183,1991,November,Prince Edward Island,0.0,1991-11-01
109,1991,December,Alberta,35.8,1991-12-01
199,1991,December,Saskatchewan,0.08,1991-12-01
176,1991,December,Prince Edward Island,0.0,1991-12-01
3211,1991,December,Canada,36.080000002999995,1991-12-01
166,1991,December,Ontario,0.200000003,1991-12-01
224,1992,January,British Columbia,7.0,1992-01-01
282,1992,January,Prince Edward Island,0.0,1992-01-01
212,1992,January,Alberta,12.0,1992-01-01
3226,1992,January,Canada,19.0,1992-01-01
281,1992,February,Prince Edward Island,0.0,1992-02-01
228,1992,February,British Columbia,2.1,1992-02-01
237,1992,February,Manitoba,566.0,1992-02-01
3225,1992,February,Canada,622.3,1992-02-01
216,1992,February,Alberta,54.2,1992-02-01
217,1992,March,Alberta,248.3,1992-03-01
238,1992,March,Manitoba,0.3,1992-03-01
3229,1992,March,Canada,426.950000003,1992-03-01
271,1992,March,Ontario,1.200000003,1992-03-01
301,1992,March,Saskatchewan,1.85,1992-03-01
285,1992,March,Prince Edward Island,0.0,1992-03-01
229,1992,March,British Columbia,175.3,1992-03-01
302,1992,April,Saskatchewan,663.87,1992-04-01
293,1992,April,Quebec,35.3,1992-04-01
3222,1992,April,Canada,3738.350000293,1992-04-01
278,1992,April,Prince Edward Island,24.0,1992-04-01
259,1992,April,Nova Scotia,93.28,1992-04-01
272,1992,April,Ontario,120.500000293,1992-04-01
246,1992,April,New Brunswick,146.1,1992-04-01
239,1992,April,Manitoba,192.3,1992-04-01
218,1992,April,Alberta,1254.0,1992-04-01
252,1992,April,Newfoundland and Labrador,2.5,1992-04-01
230,1992,April,British Columbia,1206.5,1992-04-01
240,1992,May,Manitoba,3461.2,1992-05-01
219,1992,May,Alberta,419.8,1992-05-01
247,1992,May,New Brunswick,5159.99999999999,1992-05-01
308,1992,May,Yukon,8.65,1992-05-01
303,1992,May,Saskatchewan,5248.60000000001,1992-05-01
231,1992,May,British Columbia,6740.30000000003,1992-05-01
286,1992,May,Prince Edward Island,16.0,1992-05-01
253,1992,May,Newfoundland and Labrador,71.5,1992-05-01
273,1992,May,Ontario,3872.100001176,1992-05-01
294,1992,May,Quebec,5558.6,1992-05-01
3230,1992,May,Canada,31014.44000117603,1992-05-01
260,1992,May,Nova Scotia,424.62,1992-05-01
265,1992,May,Northwest Territories,33.07,1992-05-01
3228,1992,June,Canada,544228.6500008211,1992-06-01
241,1992,June,Manitoba,267155.1,1992-06-01
261,1992,June,Nova Scotia,614.59,1992-06-01
309,1992,June,Yukon,32567.55,1992-06-01
304,1992,June,Saskatchewan,48404.86,1992-06-01
220,1992,June,Alberta,706.000000000001,1992-06-01
295,1992,June,Quebec,6758.9,1992-06-01
232,1992,June,British Columbia,5844.30000000008,1992-06-01
266,1992,June,Northwest Territories,9548.45,1992-06-01
248,1992,June,New Brunswick,58.7,1992-06-01
284,1992,June,Prince Edward Island,1.0,1992-06-01
274,1992,June,Ontario,171293.700000821,1992-06-01
254,1992,June,Newfoundland and Labrador,1275.5,1992-06-01
267,1992,July,Northwest Territories,21961.16,1992-07-01
275,1992,July,Ontario,91.200000066,1992-07-01
242,1992,July,Manitoba,150466.9,1992-07-01
3227,1992,July,Canada,217705.000000066,1992-07-01
262,1992,July,Nova Scotia,10.22,1992-07-01
310,1992,July,Yukon,5162.91000000001,1992-07-01
305,1992,July,Saskatchewan,26474.3099999999,1992-07-01
249,1992,July,New Brunswick,9.7,1992-07-01
233,1992,July,British Columbia,11631.1000000001,1992-07-01
255,1992,July,Newfoundland and Labrador,385.9,1992-07-01
283,1992,July,Prince Edward Island,0.0,1992-07-01
296,1992,July,Quebec,1230.3,1992-07-01
221,1992,July,Alberta,281.300000000001,1992-07-01
234,1992,August,British Columbia,4350.89999999998,1992-08-01
250,1992,August,New Brunswick,9.1,1992-08-01
263,1992,August,Nova Scotia,9.42,1992-08-01
3223,1992,August,Canada,52875.80000024298,1992-08-01
311,1992,August,Yukon,75.96,1992-08-01
256,1992,August,Newfoundland and Labrador,64.8,1992-08-01
268,1992,August,Northwest Territories,5200.79,1992-08-01
243,1992,August,Manitoba,11848.8,1992-08-01
306,1992,August,Saskatchewan,16697.33,1992-08-01
279,1992,August,Prince Edward Island,0.0,1992-08-01
222,1992,August,Alberta,494.800000000001,1992-08-01
297,1992,August,Quebec,13517.5,1992-08-01
276,1992,August,Ontario,606.400000243,1992-08-01
289,1992,September,Prince Edward Island,0.0,1992-09-01
244,1992,September,Manitoba,74.6,1992-09-01
3233,1992,September,Canada,736.940000006001,1992-09-01
269,1992,September,Northwest Territories,205.98,1992-09-01
257,1992,September,Newfoundland and Labrador,9.5,1992-09-01
277,1992,September,Ontario,4.100000006,1992-09-01
235,1992,September,British Columbia,378.100000000001,1992-09-01
298,1992,September,Quebec,10.3,1992-09-01
251,1992,September,New Brunswick,9.9,1992-09-01
307,1992,September,Saskatchewan,36.65,1992-09-01
223,1992,September,Alberta,5.5,1992-09-01
264,1992,September,Nova Scotia,2.31,1992-09-01
213,1992,October,Alberta,79.6999999999999,1992-10-01
225,1992,October,British Columbia,116.8,1992-10-01
236,1992,October,Manitoba,8.6,1992-10-01
258,1992,October,Nova Scotia,5.17,1992-10-01
270,1992,October,Ontario,5.200000022,1992-10-01
288,1992,October,Prince Edward Island,2.0,1992-10-01
291,1992,October,Quebec,0.3,1992-10-01
299,1992,October,Saskatchewan,228.9,1992-10-01
3232,1992,October,Canada,452.07000002199993,1992-10-01
245,1992,October,New Brunswick,5.4,1992-10-01
3231,1992,November,Canada,6.02,1992-11-01
287,1992,November,Prince Edward Island,0.0,1992-11-01
292,1992,November,Quebec,0.3,1992-11-01
300,1992,November,Saskatchewan,0.02,1992-11-01
226,1992,November,British Columbia,0.4,1992-11-01
214,1992,November,Alberta,5.3,1992-11-01
227,1992,December,British Columbia,0.0,1992-12-01
215,1992,December,Alberta,0.4,1992-12-01
280,1992,December,Prince Edward Island,0.0,1992-12-01
3224,1992,December,Canada,0.4,1992-12-01
3239,1993,January,Canada,23.32,1993-01-01
401,1993,January,Saskatchewan,0.12,1993-01-01
324,1993,January,British Columbia,20.5,1993-01-01
312,1993,January,Alberta,2.7,1993-01-01
384,1993,January,Prince Edward Island,0.0,1993-01-01
327,1993,February,British Columbia,243.1,1993-02-01
383,1993,February,Prince Edward Island,0.0,1993-02-01
3238,1993,February,Canada,282.41,1993-02-01
404,1993,February,Saskatchewan,0.01,1993-02-01
316,1993,February,Alberta,39.3,1993-02-01
336,1993,March,Manitoba,650.0,1993-03-01
317,1993,March,Alberta,577.1,1993-03-01
373,1993,March,Ontario,532.0,1993-03-01
3242,1993,March,Canada,2915.67,1993-03-01
328,1993,March,British Columbia,146.2,1993-03-01
387,1993,March,Prince Edward Island,0.0,1993-03-01
405,1993,March,Saskatchewan,1010.37,1993-03-01
3235,1993,April,Canada,8844.130000295,1993-04-01
406,1993,April,Saskatchewan,6353.38,1993-04-01
413,1993,April,Yukon,0.01,1993-04-01
380,1993,April,Prince Edward Island,0.0,1993-04-01
395,1993,April,Quebec,25.8,1993-04-01
374,1993,April,Ontario,351.500000295,1993-04-01
344,1993,April,New Brunswick,129.9,1993-04-01
329,1993,April,British Columbia,186.8,1993-04-01
337,1993,April,Manitoba,1313.4,1993-04-01
351,1993,April,Newfoundland and Labrador,5.0,1993-04-01
318,1993,April,Alberta,301.1,1993-04-01
358,1993,April,Nova Scotia,177.24,1993-04-01
338,1993,May,Manitoba,905.8,1993-05-01
414,1993,May,Yukon,16.87,1993-05-01
396,1993,May,Quebec,225.6,1993-05-01
330,1993,May,British Columbia,910.900000000003,1993-05-01
352,1993,May,Newfoundland and Labrador,15.0,1993-05-01
407,1993,May,Saskatchewan,352914.02,1993-05-01
388,1993,May,Prince Edward Island,82.0,1993-05-01
345,1993,May,New Brunswick,294.3,1993-05-01
365,1993,May,Northwest Territories,7420.85,1993-05-01
319,1993,May,Alberta,6475.50000000002,1993-05-01
375,1993,May,Ontario,7675.400000539,1993-05-01
3243,1993,May,Canada,377088.23000053904,1993-05-01
359,1993,May,Nova Scotia,151.99,1993-05-01
320,1993,June,Alberta,19788.9999999999,1993-06-01
366,1993,June,Northwest Territories,98077.9099999999,1993-06-01
339,1993,June,Manitoba,62061.6999999999,1993-06-01
331,1993,June,British Columbia,1108.1,1993-06-01
346,1993,June,New Brunswick,8.4,1993-06-01
415,1993,June,Yukon,36330.64,1993-06-01
397,1993,June,Quebec,124307.6,1993-06-01
3241,1993,June,Canada,637596.7100002047,1993-06-01
353,1993,June,Newfoundland and Labrador,20553.5,1993-06-01
360,1993,June,Nova Scotia,8.17,1993-06-01
386,1993,June,Prince Edward Island,2.0,1993-06-01
376,1993,June,Ontario,95768.500000205,1993-06-01
408,1993,June,Saskatchewan,179581.19,1993-06-01
416,1993,July,Yukon,17759.7,1993-07-01
3240,1993,July,Canada,848559.110000418,1993-07-01
332,1993,July,British Columbia,233.4,1993-07-01
409,1993,July,Saskatchewan,68320.54,1993-07-01
321,1993,July,Alberta,158.5,1993-07-01
367,1993,July,Northwest Territories,758719.67,1993-07-01
377,1993,July,Ontario,71.9000004179998,1993-07-01
361,1993,July,Nova Scotia,3.2,1993-07-01
398,1993,July,Quebec,621.000000000001,1993-07-01
347,1993,July,New Brunswick,324.1,1993-07-01
354,1993,July,Newfoundland and Labrador,7.0,1993-07-01
340,1993,July,Manitoba,2340.1,1993-07-01
385,1993,July,Prince Edward Island,0.0,1993-07-01
410,1993,August,Saskatchewan,3.37,1993-08-01
378,1993,August,Ontario,237.300000358,1993-08-01
362,1993,August,Nova Scotia,13.9,1993-08-01
381,1993,August,Prince Edward Island,0.0,1993-08-01
3236,1993,August,Canada,73156.390000358,1993-08-01
322,1993,August,Alberta,284.6,1993-08-01
348,1993,August,New Brunswick,15.2,1993-08-01
417,1993,August,Yukon,60954.4,1993-08-01
399,1993,August,Quebec,3050.1,1993-08-01
368,1993,August,Northwest Territories,65.82,1993-08-01
341,1993,August,Manitoba,2.6,1993-08-01
333,1993,August,British Columbia,632.000000000003,1993-08-01
355,1993,August,Newfoundland and Labrador,7897.1,1993-08-01
3246,1993,September,Canada,1408.84000004499,1993-09-01
349,1993,September,New Brunswick,5.2,1993-09-01
323,1993,September,Alberta,7.0,1993-09-01
334,1993,September,British Columbia,1315.09999999999,1993-09-01
342,1993,September,Manitoba,0.7,1993-09-01
418,1993,September,Yukon,42.68,1993-09-01
411,1993,September,Saskatchewan,16.42,1993-09-01
356,1993,September,Newfoundland and Labrador,0.8,1993-09-01
400,1993,September,Quebec,0.3,1993-09-01
363,1993,September,Nova Scotia,13.28,1993-09-01
391,1993,September,Prince Edward Island,3.0,1993-09-01
369,1993,September,Northwest Territories,1.56,1993-09-01
379,1993,September,Ontario,2.800000045,1993-09-01
343,1993,October,New Brunswick,1.2,1993-10-01
350,1993,October,Newfoundland and Labrador,2.0,1993-10-01
357,1993,October,Nova Scotia,0.13,1993-10-01
370,1993,October,Ontario,3.000000011,1993-10-01
335,1993,October,Manitoba,0.1,1993-10-01
325,1993,October,British Columbia,370.600000000001,1993-10-01
390,1993,October,Prince Edward Island,0.0,1993-10-01
313,1993,October,Alberta,49.3,1993-10-01
393,1993,October,Quebec,2.0,1993-10-01
402,1993,October,Saskatchewan,0.21,1993-10-01
412,1993,October,Yukon,0.01,1993-10-01
3245,1993,October,Canada,428.550000011001,1993-10-01
403,1993,November,Saskatchewan,0.21,1993-11-01
3244,1993,November,Canada,37.009999953,1993-11-01
326,1993,November,British Columbia,16.7,1993-11-01
371,1993,November,Ontario,10.399999953,1993-11-01
389,1993,November,Prince Edward Island,0.0,1993-11-01
394,1993,November,Quebec,1.6,1993-11-01
314,1993,November,Alberta,8.1,1993-11-01
372,1993,December,Ontario,12.0,1993-12-01
315,1993,December,Alberta,0.01,1993-12-01
382,1993,December,Prince Edward Island,0.0,1993-12-01
364,1993,December,Northwest Territories,0.02,1993-12-01
3237,1993,December,Canada,12.03,1993-12-01
515,1994,January,Saskatchewan,0.01,1994-01-01
3252,1994,January,Canada,18.150000000000002,1994-01-01
498,1994,January,Prince Edward Island,0.0,1994-01-01
419,1994,January,Alberta,15.22,1994-01-01
430,1994,January,British Columbia,2.9,1994-01-01
474,1994,January,Northwest Territories,0.02,1994-01-01
478,1994,February,Northwest Territories,0.01,1994-02-01
433,1994,February,British Columbia,0.1,1994-02-01
3251,1994,February,Canada,0.11,1994-02-01
497,1994,February,Prince Edward Island,0.0,1994-02-01
487,1994,March,Ontario,0.800000011,1994-03-01
423,1994,March,Alberta,31.9,1994-03-01
517,1994,March,Saskatchewan,0.25,1994-03-01
434,1994,March,British Columbia,287.0,1994-03-01
467,1994,March,Nova Scotia,0.2,1994-03-01
3255,1994,March,Canada,345.150000011,1994-03-01
501,1994,March,Prince Edward Island,0.0,1994-03-01
443,1994,March,Manitoba,25.0,1994-03-01
444,1994,April,Manitoba,2695.8,1994-04-01
452,1994,April,New Brunswick,96.5,1994-04-01
509,1994,April,Quebec,66.4,1994-04-01
524,1994,April,Yukon,0.12,1994-04-01
494,1994,April,Prince Edward Island,11.0,1994-04-01
488,1994,April,Ontario,667.000000939001,1994-04-01
518,1994,April,Saskatchewan,219.19,1994-04-01
435,1994,April,British Columbia,652.800000000001,1994-04-01
468,1994,April,Nova Scotia,71.62,1994-04-01
424,1994,April,Alberta,868.33,1994-04-01
479,1994,April,Northwest Territories,0.75,1994-04-01
459,1994,April,Newfoundland and Labrador,3.6,1994-04-01
3248,1994,April,Canada,5353.110000939002,1994-04-01
489,1994,May,Ontario,910.300000646001,1994-05-01
3256,1994,May,Canada,40193.810000646,1994-05-01
460,1994,May,Newfoundland and Labrador,50.5,1994-05-01
525,1994,May,Yukon,3.91,1994-05-01
510,1994,May,Quebec,1062.1,1994-05-01
469,1994,May,Nova Scotia,18.56,1994-05-01
453,1994,May,New Brunswick,170.4,1994-05-01
519,1994,May,Saskatchewan,1740.24,1994-05-01
502,1994,May,Prince Edward Island,1.0,1994-05-01
425,1994,May,Alberta,3459.99,1994-05-01
480,1994,May,Northwest Territories,27941.01,1994-05-01
436,1994,May,British Columbia,730.700000000002,1994-05-01
445,1994,May,Manitoba,4105.1,1994-05-01
454,1994,June,New Brunswick,23.7,1994-06-01
526,1994,June,Yukon,74562.58,1994-06-01
446,1994,June,Manitoba,890225.099999999,1994-06-01
520,1994,June,Saskatchewan,585282.82,1994-06-01
437,1994,June,British Columbia,942.900000000002,1994-06-01
426,1994,June,Alberta,44106.68,1994-06-01
461,1994,June,Newfoundland and Labrador,1067.9,1994-06-01
3254,1994,June,Canada,2846900.610000543,1994-06-01
490,1994,June,Ontario,78312.200000544,1994-06-01
500,1994,June,Prince Edward Island,1.0,1994-06-01
511,1994,June,Quebec,114685.7,1994-06-01
481,1994,June,Northwest Territories,1057680.22,1994-06-01
470,1994,June,Nova Scotia,9.81,1994-06-01
499,1994,July,Prince Edward Island,1.0,1994-07-01
447,1994,July,Manitoba,352706.0,1994-07-01
482,1994,July,Northwest Territories,1732458.96,1994-07-01
3253,1994,July,Canada,2679771.070000074,1994-07-01
427,1994,July,Alberta,36771.4099999999,1994-07-01
491,1994,July,Ontario,3517.800000074,1994-07-01
471,1994,July,Nova Scotia,14.59,1994-07-01
527,1994,July,Yukon,254867.5,1994-07-01
455,1994,July,New Brunswick,9.49999999999999,1994-07-01
512,1994,July,Quebec,67.8,1994-07-01
521,1994,July,Saskatchewan,175084.31,1994-07-01
462,1994,July,Newfoundland and Labrador,109046.2,1994-07-01
438,1994,July,British Columbia,15226.0000000001,1994-07-01
428,1994,August,Alberta,9749.18,1994-08-01
3249,1994,August,Canada,539743.280000081,1994-08-01
483,1994,August,Northwest Territories,203213.5,1994-08-01
463,1994,August,Newfoundland and Labrador,106.0,1994-08-01
472,1994,August,Nova Scotia,10.53,1994-08-01
439,1994,August,British Columbia,11037.9000000002,1994-08-01
513,1994,August,Quebec,4.6,1994-08-01
522,1994,August,Saskatchewan,64365.01,1994-08-01
495,1994,August,Prince Edward Island,2.0,1994-08-01
456,1994,August,New Brunswick,90.7999999999999,1994-08-01
